,company_id,2014-01-01_payments,2014-02-01_payments,2014-03-01_payments,2014-04-01_payments,2014-05-01_payments,2014-06-01_payments,2014-07-01_payments,2014-08-01_payments,2014-09-01_payments,2014-10-01_payments,2014-11-01_payments,2014-12-01_payments,2014-01-01_mandates,2014-02-01_mandates,2014-03-01_mandates,2014-04-01_mandates,2014-05-01_mandates,2014-06-01_mandates,2014-07-01_mandates,2014-08-01_mandates,2014-09-01_mandates,2014-10-01_mandates,2014-11-01_mandates,2014-12-01_mandates,vertical,incorporation_date
822,918,2.0,2.0,3.0,5.0,5.0,7.0,4.0,4.0,3.0,6.0,2.0,6.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,gym/fitness,2004-11-18
823,920,65.0,176.0,225.0,417.0,250.0,254.0,253.0,273.0,247.0,242.0,235.0,264.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,15.0,6.0,0.0,2.0,0.0,gym/fitness,2003-03-19
824,921,8.0,24.0,27.0,70.0,1.0,0.0,0.0,33.0,85.0,15.0,8.0,17.0,16.0,6.0,5.0,1.0,1.0,0.0,1.0,1.0,52.0,11.0,7.0,1.0,freelance developer,2007-05-20
825,922,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy,2013-04-21
826,923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,accountancy,2010-07-21
827,924,0.0,0.0,0.0,1.0,3.0,5.0,20.0,10.0,12.0,14.0,13.0,17.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,freelance developer,2006-03-07
828,925,8.0,9.0,7.0,6.0,6.0,9.0,26.0,40.0,69.0,61.0,36.0,31.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gym/fitness,2009-08-08
829,926,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,freelance developer,2012-03-01
830,927,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,1.0,0.0,16.0,40.0,10.0,13.0,3.0,0.0,9.0,7.0,9.0,1.0,freelance developer,2008-08-19
831,928,610.0,639.0,595.0,1049.0,397.0,561.0,887.0,556.0,776.0,1229.0,555.0,1509.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gym/fitness,2008-12-24
832,929,0.0,0.0,0.0,1.0,1.0,4.0,4.0,5.0,6.0,12.0,10.0,11.0,14.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,accountancy,2012-06-23
833,930,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,8.0,6.0,2.0,2.0,6.0,3.0,8.0,2.0,3.0,7.0,6.0,7.0,gym/fitness,2011-10-22
834,931,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gym/fitness,2013-12-16
835,932,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,freelance developer,2013-07-07
836,934,0.0,4.0,3.0,1.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,freelance developer,2013-07-08
837,935,404.0,291.0,315.0,353.0,289.0,261.0,321.0,224.0,357.0,262.0,261.0,337.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,gym/fitness,2012-03-09
838,936,0.0,12.0,1.0,8.0,5.0,1.0,0.0,0.0,0.0,12.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,freelance developer,2013-06-23
839,937,3.0,8.0,7.0,6.0,13.0,13.0,20.0,29.0,25.0,17.0,14.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,gym/fitness,2008-01-19
840,938,0.0,0.0,20.0,25.0,26.0,26.0,25.0,21.0,24.0,47.0,52.0,51.0,3.0,11.0,4.0,1.0,7.0,3.0,0.0,1.0,1.0,6.0,14.0,2.0,gym/fitness,2013-10-05
841,939,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,6.0,3.0,4.0,29.0,10.0,15.0,3.0,1.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,freelance developer,2011-08-27
842,940,57.0,55.0,54.0,63.0,50.0,55.0,66.0,64.0,64.0,65.0,62.0,66.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,gym/fitness,2011-06-12
843,941,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,8.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gym/fitness,2004-02-20
844,942,0.0,0.0,0.0,3.0,0.0,5.0,5.0,4.0,4.0,4.0,9.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy,2003-08-19
845,943,2.0,2.0,8.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,gym/fitness,2008-09-09
846,944,0.0,0.0,0.0,1.0,1.0,2.0,4.0,8.0,9.0,11.0,20.0,19.0,9.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,78.0,50.0,41.0,13.0,accountancy,2011-12-16
847,945,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,freelance developer,2004-08-09
848,946,5.0,27.0,5.0,2.0,32.0,10.0,0.0,0.0,29.0,18.0,2.0,0.0,0.0,0.0,2.0,15.0,28.0,25.0,22.0,32.0,39.0,57.0,33.0,17.0,gym/fitness,2005-02-25
849,947,0.0,0.0,0.0,0.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,10.0,3.0,0.0,0.0,accountancy,2013-02-01
850,948,0.0,0.0,0.0,15.0,18.0,12.0,6.0,3.0,25.0,3.0,0.0,0.0,0.0,0.0,6.0,9.0,7.0,12.0,11.0,6.0,30.0,20.0,27.0,23.0,accountancy,2006-03-24
851,949,20.0,22.0,21.0,28.0,30.0,29.0,38.0,41.0,43.0,49.0,51.0,60.0,6.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,freelance developer,2013-03-26
852,950,0.0,0.0,0.0,2.0,3.0,4.0,4.0,5.0,5.0,7.0,12.0,12.0,3.0,1.0,1.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,0.0,1.0,gym/fitness,2007-10-31
853,951,5.0,5.0,3.0,7.0,5.0,3.0,7.0,3.0,5.0,6.0,3.0,3.0,2.0,9.0,3.0,3.0,0.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,gym/fitness,2013-11-01
854,952,14.0,26.0,12.0,10.0,10.0,10.0,14.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,freelance developer,2008-03-01
855,953,5.0,26.0,5.0,4.0,8.0,13.0,0.0,3.0,12.0,23.0,14.0,14.0,4.0,3.0,8.0,6.0,116.0,92.0,7.0,10.0,13.0,8.0,13.0,1.0,gym/fitness,2005-01-04
856,954,0.0,1.0,2.0,26.0,2.0,4.0,5.0,5.0,4.0,5.0,8.0,12.0,4.0,3.0,0.0,6.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,gym/fitness,2010-10-24
857,956,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,19.0,83.0,11.0,12.0,3.0,7.0,gym/fitness,2008-10-17
858,957,0.0,0.0,0.0,2.0,20.0,19.0,0.0,0.0,26.0,20.0,19.0,0.0,6.0,18.0,20.0,17.0,15.0,4.0,3.0,5.0,13.0,10.0,11.0,8.0,freelance developer,2011-10-12
859,958,46.0,47.0,42.0,52.0,47.0,45.0,59.0,50.0,58.0,64.0,60.0,78.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gym/fitness,2012-05-01
860,959,27.0,14.0,36.0,41.0,16.0,15.0,21.0,29.0,30.0,23.0,20.0,15.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,gym/fitness,2003-03-22
861,960,53.0,69.0,66.0,72.0,74.0,100.0,96.0,88.0,100.0,104.0,124.0,107.0,5.0,13.0,5.0,3.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,gym/fitness,2004-09-18
862,961,53.0,92.0,96.0,77.0,68.0,20.0,18.0,17.0,18.0,17.0,18.0,17.0,0.0,0.0,0.0,0.0,15.0,7.0,2.0,0.0,0.0,10.0,2.0,0.0,accountancy,2011-02-06
863,962,23.0,24.0,5.0,51.0,25.0,1.0,51.0,3.0,33.0,65.0,13.0,73.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,freelance developer,2009-06-27
864,963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy,2009-04-10
865,964,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,accountancy,2013-09-01
866,965,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,7.0,16.0,8.0,27.0,5.0,1.0,0.0,0.0,0.0,gym/fitness,2005-02-18
867,966,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,freelance developer,2009-09-07
868,967,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,6.0,1.0,4.0,0.0,8.0,3.0,3.0,0.0,freelance developer,2009-08-15
869,968,2.0,2.0,12.0,10.0,9.0,11.0,9.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,freelance developer,2010-12-30
870,969,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,5.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,accountancy,2004-03-06
871,970,4.0,5.0,7.0,8.0,6.0,9.0,12.0,10.0,11.0,14.0,17.0,22.0,1.0,2.0,1.0,0.0,7.0,4.0,3.0,9.0,4.0,4.0,3.0,1.0,gym/fitness,2003-10-03
872,971,93.0,96.0,107.0,120.0,123.0,127.0,144.0,148.0,156.0,158.0,166.0,169.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,gym/fitness,2008-10-18
873,972,164.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,22.0,7.0,2.0,1.0,1.0,0.0,0.0,33.0,6.0,freelance developer,2013-10-05
874,973,0.0,0.0,42.0,41.0,42.0,53.0,38.0,27.0,35.0,41.0,35.0,56.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,freelance developer,2006-02-09
875,974,4.0,5.0,1.0,10.0,6.0,3.0,15.0,1.0,9.0,16.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,5.0,accountancy,2010-08-12
876,975,123.0,104.0,99.0,133.0,92.0,94.0,134.0,103.0,73.0,182.0,0.0,261.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,41.0,98.0,42.0,gym/fitness,2006-01-19
877,976,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,gym/fitness,2007-10-20
878,977,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,freelance developer,2011-04-11
879,978,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,freelance developer,2013-12-14
880,979,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy,2012-10-29
881,980,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,gym/fitness,2008-05-02
882,981,10.0,6.0,4.0,9.0,3.0,0.0,0.0,0.0,2.0,8.0,2.0,1.0,24.0,21.0,28.0,12.0,28.0,37.0,32.0,58.0,58.0,45.0,46.0,47.0,gym/fitness,2010-05-24
883,982,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,gym/fitness,2006-11-12
884,983,122.0,118.0,126.0,122.0,122.0,121.0,129.0,119.0,125.0,114.0,127.0,134.0,168.0,360.0,3757.0,319.0,281.0,284.0,339.0,293.0,380.0,415.0,456.0,434.0,freelance developer,2006-11-26
885,984,0.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy,2013-10-03
886,985,2.0,7.0,4.0,9.0,7.0,13.0,17.0,12.0,15.0,18.0,16.0,23.0,0.0,0.0,0.0,1.0,6.0,6.0,8.0,2.0,3.0,0.0,1.0,0.0,gym/fitness,2006-12-10
887,986,4.0,3.0,5.0,3.0,2.0,6.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy,2009-05-18
888,987,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,freelance developer,2010-06-18
889,988,0.0,0.0,0.0,6.0,5.0,5.0,9.0,7.0,7.0,6.0,8.0,10.0,0.0,0.0,0.0,9.0,83.0,190.0,126.0,53.0,33.0,44.0,14.0,33.0,accountancy,2008-06-04
890,989,0.0,0.0,1.0,4.0,5.0,8.0,10.0,10.0,9.0,10.0,9.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy,2011-12-02
891,990,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,freelance developer,2013-11-13
892,991,0.0,0.0,0.0,1.0,4.0,2.0,0.0,4.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gym/fitness,2007-10-07
893,992,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,freelance developer,2013-03-04
894,993,10.0,16.0,18.0,21.0,14.0,17.0,26.0,17.0,28.0,24.0,27.0,34.0,16.0,8.0,14.0,13.0,18.0,18.0,19.0,9.0,17.0,20.0,14.0,14.0,gym/fitness,2004-11-16
895,994,5.0,2.0,14.0,12.0,5.0,9.0,10.0,10.0,14.0,16.0,14.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,gym/fitness,2003-05-24
896,995,65.0,76.0,82.0,95.0,92.0,100.0,98.0,95.0,78.0,81.0,73.0,73.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy,2009-01-18
897,996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,freelance developer,2013-03-06
898,997,10.0,7.0,6.0,11.0,6.0,6.0,8.0,7.0,8.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,26.0,16.0,64.0,76.0,38.0,7.0,4.0,gym/fitness,2010-06-21
899,998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,30.0,7.0,3.0,3.0,0.0,3.0,1.0,accountancy,2004-08-20
900,999,23.0,32.0,32.0,26.0,27.0,24.0,25.0,29.0,32.0,29.0,27.0,25.0,1.0,3.0,5.0,6.0,8.0,6.0,10.0,5.0,2.0,8.0,7.0,3.0,freelance developer,2005-02-15
901,1000,0.0,0.0,0.0,0.0,2.0,7.0,9.0,7.0,11.0,14.0,18.0,17.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gym/fitness,2010-08-06
